Rank,Name,Rating,Link,Genre,Avg_Lunch,Avg_Dinner,Address,Station,Reviews,URL,Dinner Price,Lunch Price,Price
169,A TES SOUHAITS!,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B170,"" "",""+""),""+"", SUBSTITUTE(F170,"" "",""+"")), ""Link"")","CAKE, SWEETS",999.0,999.0,東京都武蔵野市吉祥寺東町3-8-8 カサ吉祥寺２,NISHI OGIKUBO,2222,https://tabelog.com/en/tokyo/A1320/A132001/13005853/,～JPY 999,～JPY 999,999.0
170,LA BLANCHE,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B171,"" "",""+""),""+"", SUBSTITUTE(F171,"" "",""+"")), ""Link"")",FRENCH,12500.0,25000.0,東京都渋谷区渋谷2-3-1 青山ポニーハイム　２Ｆ,OMOTE SANDO,468,https://tabelog.com/en/tokyo/A1303/A130301/13002111/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
171,L'ALGORITHME,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B172,"" "",""+""),""+"", SUBSTITUTE(F172,"" "",""+"")), ""Link"")",FRENCH,9000.0,25000.0,東京都港区白金6-5-3 さくら白金102,SHIROKANEDAI,329,https://tabelog.com/en/tokyo/A1316/A131602/13213150/,"JPY 20,000～JPY 29,999","JPY 8,000～JPY 9,999",25000.0
172,SUSHI MASUDA,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B173,"" "",""+""),""+"", SUBSTITUTE(F173,"" "",""+"")), ""Link"")",SUSHI,45000.0,45000.0,東京都港区南青山3-14-27 IJK南青山れい 1F,OMOTE SANDO,134,https://tabelog.com/en/tokyo/A1306/A130602/13268503/,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",45000.0
173,YORONIKU TOKYO AZABUDAIHILLS,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B174,"" "",""+""),""+"", SUBSTITUTE(F174,"" "",""+"")), ""Link"")",YAKINIKU (BBQ BEEF),,17500.0,東京都港区麻布台1-3-1 麻布台ヒルズ タワープラザ 3F,ROPPONGI ITCHOME,97,https://tabelog.com/en/tokyo/A1307/A130701/13291424/,"JPY 15,000～JPY 19,999",-,17500.0
174,AZABU MUROI,4.05,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B175,"" "",""+""),""+"", SUBSTITUTE(F175,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,55000.0,東京都中央区銀座5-5-12 HULIC&NEW GINZA MIYUKI 5 10F,GINZA,73,https://tabelog.com/en/tokyo/A1301/A130101/13292026/,"JPY 50,000～JPY 59,999",-,55000.0
175,CANTON RYORI SENSE,4.04,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B176,"" "",""+""),""+"", SUBSTITUTE(F176,"" "",""+"")), ""Link"")","CHINESE, DIM SUM",9000.0,17500.0,東京都中央区日本橋室町2-1-1 マンダリン オリエンタル 東京 37F,MITSUKOSHIMAE,936,https://tabelog.com/en/tokyo/A1302/A130202/13020361/,"JPY 15,000～JPY 19,999","JPY 8,000～JPY 9,999",17500.0
176,JIYU SAN,4.04,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B177,"" "",""+""),""+"", SUBSTITUTE(F177,"" "",""+"")), ""Link"")",SOBA (BUCKWHEAT NOODLES),2500.0,7000.0,東京都中野区江原町3-1-4,HIGASHI NAGASAKI,822,https://tabelog.com/en/tokyo/A1321/A132101/13025978/,"JPY 6,000～JPY 7,999","JPY 2,000～JPY 2,999",7000.0
177,YAKITORI MOE ESU,4.04,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B178,"" "",""+""),""+"", SUBSTITUTE(F178,"" "",""+"")), ""Link"")",YAKITORI (GRILLED CHICKEN SKEWERS),,12500.0,東京都港区六本木7-13-10 宮下ビル 1F,ROPPONGI,482,https://tabelog.com/en/tokyo/A1307/A130701/13259508/,"JPY 10,000～JPY 14,999",-,12500.0
178,LE MANGE-TOUT,4.04,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B179,"" "",""+""),""+"", SUBSTITUTE(F179,"" "",""+"")), ""Link"")",FRENCH,,35000.0,東京都新宿区納戸町22,USHIGOME KAGURAZAKA,307,https://tabelog.com/en/tokyo/A1309/A130905/13000469/,"JPY 30,000～JPY 39,999",-,35000.0
179,SHUTEI TANAKA,4.04,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B180,"" "",""+""),""+"", SUBSTITUTE(F180,"" "",""+"")), ""Link"")","YAKITORI (GRILLED CHICKEN SKEWERS), CHICKEN DISHES, IZAKAYA (TAVERN)",,12500.0,東京都墨田区墨田3-25-7,KANEGAFUCHI,187,https://tabelog.com/en/tokyo/A1312/A131203/13285811/,"JPY 10,000～JPY 14,999",-,12500.0
180,KONDO,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B181,"" "",""+""),""+"", SUBSTITUTE(F181,"" "",""+"")), ""Link"")",TEMPURA,9000.0,25000.0,東京都中央区銀座5-5-13 坂口ビル　9Ｆ,GINZA,896,https://tabelog.com/en/tokyo/A1301/A130101/13004993/,"JPY 20,000～JPY 29,999","JPY 8,000～JPY 9,999",25000.0
181,EDITION KOJI SHIMOMURA,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B182,"" "",""+""),""+"", SUBSTITUTE(F182,"" "",""+"")), ""Link"")","FRENCH, INNOVATIVE",17500.0,25000.0,東京都港区六本木3-1-1 六本木ティーキューブ1F,ROPPONGI ITCHOME,565,https://tabelog.com/en/tokyo/A1307/A130701/13042074/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
182,KADO WAKI,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B183,"" "",""+""),""+"", SUBSTITUTE(F183,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,東京都港区麻布十番2-7-2 ローズハウス 1F,AZABU JUBAN,504,https://tabelog.com/en/tokyo/A1307/A130702/13001664/,"JPY 30,000～JPY 39,999",-,35000.0
183,KALPASI,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B184,"" "",""+""),""+"", SUBSTITUTE(F184,"" "",""+"")), ""Link"")","INDIAN CURRY, NEPALESE, SRI LANKAN",,4500.0,東京都世田谷区経堂4-3-10 1F,CHITOSE FUNABASHI,387,https://tabelog.com/en/tokyo/A1318/A131813/13202529/,"JPY 4,000～JPY 4,999",-,4500.0
184,SHARIKIMON ONOZAWA,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B185,"" "",""+""),""+"", SUBSTITUTE(F185,"" "",""+"")), ""Link"")","JAPANESE CUISINE, SOBA (BUCKWHEAT NOODLES)",,35000.0,東京都新宿区荒木町6-39 ガーデンツリー 1F,YOTSUYA SANCHOME,245,https://tabelog.com/en/tokyo/A1309/A130903/13247076/,"JPY 30,000～JPY 39,999",-,35000.0
185,YUKIMURA,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B186,"" "",""+""),""+"", SUBSTITUTE(F186,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,70000.0,東京都港区麻布十番1-5-5 湯建麻布十番ビル 3F,AZABU JUBAN,163,https://tabelog.com/en/tokyo/A1307/A130702/13005316/,"JPY 60,000～JPY 79,999",-,70000.0
186,KANJOU,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B187,"" "",""+""),""+"", SUBSTITUTE(F187,"" "",""+"")), ""Link"")","JAPANESE CUISINE, CHICKEN DISHES, SOBA (BUCKWHEAT NOODLES)",,35000.0,東京都港区六本木4-12-5 六本木144ビル 3F,ROPPONGI,139,https://tabelog.com/en/tokyo/A1307/A130701/13267945/,"JPY 30,000～JPY 39,999",-,35000.0
187,MORI FUJI,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B188,"" "",""+""),""+"", SUBSTITUTE(F188,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,東京都新宿区納戸町32-3 ザ・フィガロ市ヶ谷 1F,USHIGOME KAGURAZAKA,87,https://tabelog.com/en/tokyo/A1309/A130905/13240181/,"JPY 30,000～JPY 39,999",-,35000.0
188,KOUSHIKI RYOURIKOUKI,4.03,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B189,"" "",""+""),""+"", SUBSTITUTE(F189,"" "",""+"")), ""Link"")",CHINESE,,25000.0,東京都港区西新橋2-13-6 ミタニビル 1F,TORANOMON HILLS,77,https://tabelog.com/en/tokyo/A1308/A130802/13274319/,"JPY 20,000～JPY 29,999",-,25000.0
189,SATO BURIAND OSAKA UMEDA TEN,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B190,"" "",""+""),""+"", SUBSTITUTE(F190,"" "",""+"")), ""Link"")",YAKINIKU (BBQ BEEF),,17500.0,東京都杉並区阿佐ヶ谷南2-17-2,ASAGAYA,890,https://tabelog.com/en/tokyo/A1319/A131905/13159782/,"JPY 15,000～JPY 19,999",-,17500.0
190,IKKOUAN,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B191,"" "",""+""),""+"", SUBSTITUTE(F191,"" "",""+"")), ""Link"")",JAPANESE SWEETS,999.0,,東京都文京区小石川5-3-15,MYOGADANI,746,https://tabelog.com/en/tokyo/A1323/A132302/13005076/,-,～JPY 999,999.0
191,EBISU ENDOU,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B192,"" "",""+""),""+"", SUBSTITUTE(F192,"" "",""+"")), ""Link"")",SUSHI,17500.0,25000.0,東京都渋谷区恵比寿南1-17-2 4F,EBISU,287,https://tabelog.com/en/tokyo/A1303/A130302/13231081/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
192,SUSHI AO,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B193,"" "",""+""),""+"", SUBSTITUTE(F193,"" "",""+"")), ""Link"")",SUSHI,35000.0,35000.0,東京都港区北青山3-10-13 FPG LINKS OMOTESANDO B棟 2F,OMOTE SANDO,262,https://tabelog.com/en/tokyo/A1306/A130602/13246982/,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",35000.0
193,MALCA,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B194,"" "",""+""),""+"", SUBSTITUTE(F194,"" "",""+"")), ""Link"")",ITALIAN,17500.0,25000.0,東京都港区南青山2-27-16 篠塚ビル B1F,GAIEMMAE,243,https://tabelog.com/en/tokyo/A1306/A130603/13277748/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
194,SUSHI MATSUURA,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B195,"" "",""+""),""+"", SUBSTITUTE(F195,"" "",""+"")), ""Link"")","SUSHI, JAPANESE CUISINE",35000.0,35000.0,東京都港区白金5-7-8 ウイング綱島 1F,SHIROKANE TAKANAWA,203,https://tabelog.com/en/tokyo/A1316/A131602/13239788/,"JPY 30,000～JPY 39,999","JPY 30,000～JPY 39,999",35000.0
195,SASABASHI SASADA,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B196,"" "",""+""),""+"", SUBSTITUTE(F196,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,東京都港区西新橋1-23-7 プレシャスコート虎ノ門1F,TORANOMON,156,https://tabelog.com/en/tokyo/A1301/A130103/13020781/,"JPY 20,000～JPY 29,999",-,25000.0
196,GUCHO KUNI,4.02,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B197,"" "",""+""),""+"", SUBSTITUTE(F197,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,東京都新宿区神楽坂4-3 近江屋ビル 4F,IIDABASHI,144,https://tabelog.com/en/tokyo/A1309/A130905/13251541/,"JPY 20,000～JPY 29,999",-,25000.0
197,JAMBO SHINOZAKI HONTEN SHINOZAKI HONTEN,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B198,"" "",""+""),""+"", SUBSTITUTE(F198,"" "",""+"")), ""Link"")","YAKINIKU (BBQ BEEF), HORUMON (BBQ OFFEL)",,9000.0,東京都江戸川区篠崎町4-13-19,SHINOZAKI,733,https://tabelog.com/en/tokyo/A1312/A131205/13003075/,"JPY 8,000～JPY 9,999",-,9000.0
198,UMI,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B199,"" "",""+""),""+"", SUBSTITUTE(F199,"" "",""+"")), ""Link"")",SUSHI,25000.0,35000.0,東京都港区南青山3-2-8 三南ビル　１Ｆ,GAIEMMAE,656,https://tabelog.com/en/tokyo/A1306/A130603/13001179/,"JPY 30,000～JPY 39,999","JPY 20,000～JPY 29,999",35000.0
199,RANMARU,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B200,"" "",""+""),""+"", SUBSTITUTE(F200,"" "",""+"")), ""Link"")",SUSHI,,25000.0,東京都目黒区下目黒3-16-2 1F,FUDO MAE,514,https://tabelog.com/en/tokyo/A1317/A131710/13217903/,"JPY 20,000～JPY 29,999",-,25000.0
200,KITAJIMA TEI,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B201,"" "",""+""),""+"", SUBSTITUTE(F201,"" "",""+"")), ""Link"")",FRENCH,17500.0,25000.0,東京都新宿区四谷三栄町15-2 ＪＨＣビル 1F,YOTSUYA,495,https://tabelog.com/en/tokyo/A1309/A130902/13000945/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
201,SUSHI ZAI,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B202,"" "",""+""),""+"", SUBSTITUTE(F202,"" "",""+"")), ""Link"")","SUSHI, SEAFOOD",25000.0,25000.0,東京都渋谷区広尾5-3-13 BARBIZON86 5F,HIRO O,356,https://tabelog.com/en/tokyo/A1307/A130703/13233764/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
202,HIRO SAKU,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B203,"" "",""+""),""+"", SUBSTITUTE(F203,"" "",""+"")), ""Link"")",JAPANESE CUISINE,4500.0,55000.0,東京都港区新橋3-6-13,SHIMBASHI,316,https://tabelog.com/en/tokyo/A1301/A130103/13015266/,"JPY 50,000～JPY 59,999","JPY 4,000～JPY 4,999",55000.0
203,ROKKAN,4.01,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B204,"" "",""+""),""+"", SUBSTITUTE(F204,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,東京都中央区,-,85,https://tabelog.com/en/tokyo/A1313/A131301/13178685/,"JPY 30,000～JPY 39,999",-,35000.0
204,SIO,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B205,"" "",""+""),""+"", SUBSTITUTE(F205,"" "",""+"")), ""Link"")","INNOVATIVE, FRENCH, ITALIAN",12500.0,17500.0,東京都渋谷区上原1-35-3,YOYOGI UEHARA,698,https://tabelog.com/en/tokyo/A1318/A131811/13150395/,"JPY 15,000～JPY 19,999","JPY 10,000～JPY 14,999",17500.0
205,TOKYO NIKU SHABUYA,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B206,"" "",""+""),""+"", SUBSTITUTE(F206,"" "",""+"")), ""Link"")","SHABU SHABU (JAPANESE HOTPOT), SUKIYAKI, BEEF DISHES",25000.0,35000.0,東京都新宿区大久保1-12-3 カーサ第二新宿 1F,HIGASHI SHINJUKU,537,https://tabelog.com/en/tokyo/A1304/A130401/13196268/,"JPY 30,000～JPY 39,999","JPY 20,000～JPY 29,999",35000.0
206,AKASAKA KIKUNOI,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B207,"" "",""+""),""+"", SUBSTITUTE(F207,"" "",""+"")), ""Link"")",JAPANESE CUISINE,17500.0,25000.0,東京都港区赤坂6-13-8,AKASAKA,449,https://tabelog.com/en/tokyo/A1308/A130801/13002514/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
207,TORISAWA,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B208,"" "",""+""),""+"", SUBSTITUTE(F208,"" "",""+"")), ""Link"")",YAKITORI (GRILLED CHICKEN SKEWERS),,9000.0,東京都港区西麻布4-18-17,HIRO O,344,https://tabelog.com/en/tokyo/A1307/A130703/13222625/,"JPY 8,000～JPY 9,999",-,9000.0
208,MAZ,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B209,"" "",""+""),""+"", SUBSTITUTE(F209,"" "",""+"")), ""Link"")","INNOVATIVE, FRENCH, SPAIN",,45000.0,東京都千代田区紀尾井町1-3 東京ガーデンテラス紀尾井町 3F,NAGATACHO,153,https://tabelog.com/en/tokyo/A1308/A130803/13270953/,"JPY 40,000～JPY 49,999",-,45000.0
209,SUSHI NISHIZAKI,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B210,"" "",""+""),""+"", SUBSTITUTE(F210,"" "",""+"")), ""Link"")",SUSHI,,25000.0,東京都世田谷区北沢5-3-12 B1F,HIGASHI KITAZAWA,150,https://tabelog.com/en/tokyo/A1318/A131811/13270984/,"JPY 20,000～JPY 29,999",-,25000.0
210,SUSHI TAKERU,4.0,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B211,"" "",""+""),""+"", SUBSTITUTE(F211,"" "",""+"")), ""Link"")",SUSHI,55000.0,55000.0,東京都中央区銀座7-11-6 GINZA ISONOビル 2F,HIGASHI GINZA,102,https://tabelog.com/en/tokyo/A1301/A130101/13271362/,"JPY 50,000～JPY 59,999","JPY 50,000～JPY 59,999",55000.0
211,RAXA MENYA SHIMA,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B212,"" "",""+""),""+"", SUBSTITUTE(F212,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN",1500.0,,東京都渋谷区本町3-41-12,NISHI SHINJUKU GOCHOME,1448,https://tabelog.com/en/tokyo/A1304/A130401/13247487/,-,"JPY 1,000～JPY 1,999",1500.0
212,PÂTISSERIE RYOCO,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B213,"" "",""+""),""+"", SUBSTITUTE(F213,"" "",""+"")), ""Link"")","CAKE, CREAM PUFF, SWEETS",999.0,,東京都港区高輪3-2-8,TAKANAWADAI,1035,https://tabelog.com/en/tokyo/A1316/A131603/13137010/,-,～JPY 999,999.0
213,TAKUMI,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B214,"" "",""+""),""+"", SUBSTITUTE(F214,"" "",""+"")), ""Link"")","FRENCH, INNOVATIVE",12500.0,25000.0,東京都港区西麻布1-11-10 ビルマーサ 1F,ROPPONGI,437,https://tabelog.com/en/tokyo/A1307/A130701/13204624/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
214,SUSHI TAKAHASHI,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B215,"" "",""+""),""+"", SUBSTITUTE(F215,"" "",""+"")), ""Link"")",SUSHI,,35000.0,東京都中央区銀座1-14-14 吉電ビル 1F,GINZA ITCHOME,377,https://tabelog.com/en/tokyo/A1301/A130101/13165933/,"JPY 30,000～JPY 39,999",-,35000.0
215,SUPAISHI KAREROKA,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B216,"" "",""+""),""+"", SUBSTITUTE(F216,"" "",""+"")), ""Link"")","CURRY, TAIWAN CUISINE",1500.0,1500.0,東京都新宿区百人町1-24-8 新宿タウンプラザビル BF-J,OKUBO,351,https://tabelog.com/en/tokyo/A1304/A130404/13286023/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
216,GINZA KITAFUKU,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B217,"" "",""+""),""+"", SUBSTITUTE(F217,"" "",""+"")), ""Link"")","CRAB, JAPANESE CUISINE, SUPPON (SOFT-SHELL TURTLE)",45000.0,45000.0,東京都中央区銀座7-4-5 銀座745ビル 3F,GINZA,235,https://tabelog.com/en/tokyo/A1301/A130101/13183900/,"JPY 40,000～JPY 49,999","JPY 40,000～JPY 49,999",45000.0
217,OMINO TSUBAKI,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B218,"" "",""+""),""+"", SUBSTITUTE(F218,"" "",""+"")), ""Link"")",YAKITORI (GRILLED CHICKEN SKEWERS),25000.0,25000.0,東京都中央区京橋2-5-17 京橋SKビル B1F,KYOBASHI,69,https://tabelog.com/en/tokyo/A1302/A130202/13290286/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
218,KAPPO MUROI,3.99,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B219,"" "",""+""),""+"", SUBSTITUTE(F219,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,55000.0,東京都港区西麻布2-16-4 第二吉山ビル 1F,NOGIZAKA,66,https://tabelog.com/en/tokyo/A1307/A130701/13286652/,"JPY 50,000～JPY 59,999",-,55000.0
219,SATO BRIAN HON TEN,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B220,"" "",""+""),""+"", SUBSTITUTE(F220,"" "",""+"")), ""Link"")",YAKINIKU (BBQ BEEF),,17500.0,東京都杉並区阿佐谷南3-44-2 新井ビル　1F,ASAGAYA,904,https://tabelog.com/en/tokyo/A1319/A131905/13127046/,"JPY 15,000～JPY 19,999",-,17500.0
220,RAMEN FEEL,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B221,"" "",""+""),""+"", SUBSTITUTE(F221,"" "",""+"")), ""Link"")",RAMEN,1500.0,,東京都青梅市梅郷4-695-1,HINATAWADA,902,https://tabelog.com/en/tokyo/A1330/A133003/13254631/,-,"JPY 1,000～JPY 1,999",1500.0
221,GINZA SUSHI KANESAKA HON TEN,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B222,"" "",""+""),""+"", SUBSTITUTE(F222,"" "",""+"")), ""Link"")",SUSHI,25000.0,55000.0,東京都中央区銀座8-10-3 三鈴ビル　Ｂ１Ｆ,SHIMBASHI,503,https://tabelog.com/en/tokyo/A1301/A130103/13005003/,"JPY 50,000～JPY 59,999","JPY 20,000～JPY 29,999",55000.0
222,RATORIE A MA FASON,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B223,"" "",""+""),""+"", SUBSTITUTE(F223,"" "",""+"")), ""Link"")","SWEETS, CAFE",4500.0,4500.0,東京都世田谷区上野毛1-26-14,KAMINOGE,414,https://tabelog.com/en/tokyo/A1317/A131715/13242556/,"JPY 4,000～JPY 4,999","JPY 4,000～JPY 4,999",4500.0
223,OMINO KAMIYACHO,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B224,"" "",""+""),""+"", SUBSTITUTE(F224,"" "",""+"")), ""Link"")","YAKITORI (GRILLED CHICKEN SKEWERS), CHICKEN DISHES",,17500.0,東京都港区虎ノ門3-17-1 TOKYU REIT虎ノ門ﾋﾞﾙ 104,KAMIYACHO,341,https://tabelog.com/en/tokyo/A1307/A130704/13255846/,"JPY 15,000～JPY 19,999",-,17500.0
224,YUNG,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B225,"" "",""+""),""+"", SUBSTITUTE(F225,"" "",""+"")), ""Link"")",CHINESE,,12500.0,東京都港区白金6-5-5 モリハウス 1F,SHIROKANEDAI,266,https://tabelog.com/en/tokyo/A1316/A131602/13168401/,"JPY 10,000～JPY 14,999",-,12500.0
225,ONIKU KARYU,3.98,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B226,"" "",""+""),""+"", SUBSTITUTE(F226,"" "",""+"")), ""Link"")",BEEF DISHES,,35000.0,東京都中央区銀座1-14-6 VORT銀座 BRILLER 7F,GINZA ITCHOME,145,https://tabelog.com/en/tokyo/A1301/A130101/13278579/,"JPY 30,000～JPY 39,999",-,35000.0
226,PATISSERIE PARIS S'EVEILLE,3.97,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B227,"" "",""+""),""+"", SUBSTITUTE(F227,"" "",""+"")), ""Link"")","CAKE, CAFE, BREAD",1500.0,1500.0,東京都目黒区自由が丘2-14-5 館山ビル 1F,JIYUGAOKA,2423,https://tabelog.com/en/tokyo/A1317/A131703/13005198/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
227,AIGRE DOUCE,3.97,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B228,"" "",""+""),""+"", SUBSTITUTE(F228,"" "",""+"")), ""Link"")","CAKE, CAFE, MACAROON",1500.0,1500.0,東京都新宿区下落合3-22-13,MEJIRO,1828,https://tabelog.com/en/tokyo/A1305/A130502/13005641/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
228,TONTA,3.97,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B229,"" "",""+""),""+"", SUBSTITUTE(F229,"" "",""+"")), ""Link"")",TONKATSU (PORK CUTLET),,2500.0,東京都豊島区高田3-17-8,TAKADANOBABA,1640,https://tabelog.com/en/tokyo/A1305/A130503/13003984/,"JPY 2,000～JPY 2,999",-,2500.0
