Rank,Name,Rating,Link,Genre,Avg_Lunch,Avg_Dinner,Address,Station,Reviews,URL,Dinner Price,Lunch Price,Price
174,GION NISHIMURA,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B175,"" "",""+""),""+"", SUBSTITUTE(F175,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,25000.0,京都府京都市東山区祇園町南側570-160,GION SHIJO,69,https://tabelog.com/en/kyoto/A2601/A260301/26001724/,"JPY 20,000～JPY 29,999",-,25000.0
175,KYOTO ITO,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B176,"" "",""+""),""+"", SUBSTITUTE(F176,"" "",""+"")), ""Link"")",JAPANESE CUISINE,12500.0,25000.0,京都府京都市下京区中居町112-1,KYOTO,53,https://tabelog.com/en/kyoto/A2601/A260101/26031706/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
176,KON,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B177,"" "",""+""),""+"", SUBSTITUTE(F177,"" "",""+"")), ""Link"")",JAPANESE CUISINE,9000.0,25000.0,京都府京都市東山区祇園町南側570-6,GION SHIJO,42,https://tabelog.com/en/kyoto/A2601/A260301/26001275/,"JPY 20,000～JPY 29,999","JPY 8,000～JPY 9,999",25000.0
177,SHEMOA,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B178,"" "",""+""),""+"", SUBSTITUTE(F178,"" "",""+"")), ""Link"")","FRENCH, WINE BAR",,9000.0,京都府京都市中京区御幸町通り御池上ル西側,KYOTO SHIYAKUSHO MAE,34,https://tabelog.com/en/kyoto/A2601/A260202/26000799/,"JPY 8,000～JPY 9,999",-,9000.0
178,CAINOYA,3.75,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B179,"" "",""+""),""+"", SUBSTITUTE(F179,"" "",""+"")), ""Link"")",INNOVATIVE,,,京都府京都市右京区花園土堂町17-3,MYOSHINJI,15,https://tabelog.com/en/kyoto/A2601/A260402/26040164/,-,-,
179,GION TOKUYA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B180,"" "",""+""),""+"", SUBSTITUTE(F180,"" "",""+"")), ""Link"")","SWEETS, JAPANESE SWEETS, SHAVED ICE (SNOW CONE)",1500.0,1500.0,京都府京都市東山区祇園町南側570-127,GION SHIJO,1501,https://tabelog.com/en/kyoto/A2601/A260301/26002075/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
180,GINJOU RAMEN KUBOTA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B181,"" "",""+""),""+"", SUBSTITUTE(F181,"" "",""+"")), ""Link"")","TSUKEMEN, RAMEN",1500.0,1500.0,京都府京都市下京区西松屋町563 フジ萬ビル 1F,GOJO,1339,https://tabelog.com/en/kyoto/A2601/A260101/26004660/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
181,AKAGAKIYA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B182,"" "",""+""),""+"", SUBSTITUTE(F182,"" "",""+"")), ""Link"")",IZAKAYA (TAVERN),,3500.0,京都府京都市左京区孫橋町9,KYOTO SHIYAKUSHO MAE,644,https://tabelog.com/en/kyoto/A2601/A260302/26001072/,"JPY 3,000～JPY 3,999",-,3500.0
182,HONKE TSUKIMOCHIYA NAOMASA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B183,"" "",""+""),""+"", SUBSTITUTE(F183,"" "",""+"")), ""Link"")",JAPANESE SWEETS,999.0,1500.0,京都府京都市中京区木屋町通三条上ル上大阪町530,SANJO,450,https://tabelog.com/en/kyoto/A2601/A260202/26002393/,"JPY 1,000～JPY 1,999",～JPY 999,1500.0
183,OOKUNIYA MAMBEI,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B184,"" "",""+""),""+"", SUBSTITUTE(F184,"" "",""+"")), ""Link"")",UNAGI (EEL),7000.0,,京都府京都市中京区菊屋町534,KARASUMA,342,https://tabelog.com/en/kyoto/A2601/A260201/26030320/,-,"JPY 6,000～JPY 7,999",7000.0
184,OGAWA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B185,"" "",""+""),""+"", SUBSTITUTE(F185,"" "",""+"")), ""Link"")",SOBA (BUCKWHEAT NOODLES),1500.0,,京都府京都市北区紫竹下芝本町25,KITAOJI,316,https://tabelog.com/en/kyoto/A2601/A260503/26000389/,-,"JPY 1,000～JPY 1,999",1500.0
185,SHIMME,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B186,"" "",""+""),""+"", SUBSTITUTE(F186,"" "",""+"")), ""Link"")","IZAKAYA (TAVERN), REGIONAL CUISINE",,9000.0,京都府京都市上京区千本通中立売上ル西側玉屋町38,KITANO HAKUBAICHO,311,https://tabelog.com/en/kyoto/A2601/A260203/26002592/,"JPY 8,000～JPY 9,999",-,9000.0
186,BAR K6,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B187,"" "",""+""),""+"", SUBSTITUTE(F187,"" "",""+"")), ""Link"")","BAR, DINING BAR",,4500.0,京都府京都市中京区二条通木屋町東入ル東生洲町481 ヴァルズビル2Ｆ,KYOTO SHIYAKUSHO MAE,289,https://tabelog.com/en/kyoto/A2601/A260202/26001197/,"JPY 4,000～JPY 4,999",-,4500.0
187,IL PAPPALARDO,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B188,"" "",""+""),""+"", SUBSTITUTE(F188,"" "",""+"")), ""Link"")","ITALIAN, PIZZA, PASTA",1500.0,5500.0,京都府京都市東山区妙法院前側町451-1,SHICHIJO,280,https://tabelog.com/en/kyoto/A2601/A260304/26001638/,"JPY 5,000～JPY 5,999","JPY 1,000～JPY 1,999",5500.0
188,YAKINIKU YAZAWA KYOUTO,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B189,"" "",""+""),""+"", SUBSTITUTE(F189,"" "",""+"")), ""Link"")",YAKINIKU (BBQ BEEF),3500.0,12500.0,京都府京都市下京区神明町243 雅綾小路ビル 1F,SHIJO,271,https://tabelog.com/en/kyoto/A2601/A260201/26028368/,"JPY 10,000～JPY 14,999","JPY 3,000～JPY 3,999",12500.0
189,PRIVATE KITCHEN SUMIYOSHI,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B190,"" "",""+""),""+"", SUBSTITUTE(F190,"" "",""+"")), ""Link"")","CHINESE, DIM SUM, SICHUAN CUISINE",1500.0,5500.0,京都府京都市東山区妙法院前側町420 メゾン・ナイアーデ 1F,KIYOMIZU GOJO,115,https://tabelog.com/en/kyoto/A2601/A260301/26030839/,"JPY 5,000～JPY 5,999","JPY 1,000～JPY 1,999",5500.0
190,SUMIHEI,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B191,"" "",""+""),""+"", SUBSTITUTE(F191,"" "",""+"")), ""Link"")","RYOKAN, REGIONAL CUISINE, SEAFOOD",,70000.0,京都府京丹後市丹後町間人3718,-,112,https://tabelog.com/en/kyoto/A2609/A260903/26003123/,"JPY 60,000～JPY 79,999",-,70000.0
191,REINE DES PRES,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B192,"" "",""+""),""+"", SUBSTITUTE(F192,"" "",""+"")), ""Link"")","FRENCH, CREATIVE, INNOVATIVE",9000.0,17500.0,京都府京都市上京区中町通丸太町下ル駒之町537-1,JINGU MARUTAMACHI,111,https://tabelog.com/en/kyoto/A2601/A260302/26021417/,"JPY 15,000～JPY 19,999","JPY 8,000～JPY 9,999",17500.0
192,ITO U,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B193,"" "",""+""),""+"", SUBSTITUTE(F193,"" "",""+"")), ""Link"")",FRENCH,12500.0,17500.0,京都府京都市東山区古門前通石橋町307,HIGASHIYAMA,91,https://tabelog.com/en/kyoto/A2601/A260301/26005856/,"JPY 15,000～JPY 19,999","JPY 10,000～JPY 14,999",17500.0
193,IPANTSU XAITANAKA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B194,"" "",""+""),""+"", SUBSTITUTE(F194,"" "",""+"")), ""Link"")",CHINESE,7000.0,12500.0,京都府京都市左京区田中里ノ内町26,MOTOTANAKA,78,https://tabelog.com/en/kyoto/A2601/A260302/26035247/,"JPY 10,000～JPY 14,999","JPY 6,000～JPY 7,999",12500.0
194,RYOURIYA MAEKAWA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B195,"" "",""+""),""+"", SUBSTITUTE(F195,"" "",""+"")), ""Link"")","JAPANESE CUISINE, CREATIVE",12500.0,25000.0,京都府京都市下京区難波町405,KIYOMIZU GOJO,74,https://tabelog.com/en/kyoto/A2601/A260201/26034300/,"JPY 20,000～JPY 29,999","JPY 10,000～JPY 14,999",25000.0
195,KAPPOU ICHIKAWA,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B196,"" "",""+""),""+"", SUBSTITUTE(F196,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,12500.0,京都府京都市中京区夷町572,MARUTAMACHI,57,https://tabelog.com/en/kyoto/A2601/A260202/26030196/,"JPY 10,000～JPY 14,999",-,12500.0
196,GIWON FUKUSHI,3.74,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B197,"" "",""+""),""+"", SUBSTITUTE(F197,"" "",""+"")), ""Link"")",JAPANESE CUISINE,25000.0,25000.0,京都府京都市東山区祇園町南側570-120,GION SHIJO,31,https://tabelog.com/en/kyoto/A2601/A260301/26030034/,"JPY 20,000～JPY 29,999","JPY 20,000～JPY 29,999",25000.0
197,MENYA TAKAKURA NIJOU,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B198,"" "",""+""),""+"", SUBSTITUTE(F198,"" "",""+"")), ""Link"")","TSUKEMEN, RAMEN",999.0,999.0,京都府京都市中京区観音町64-1,MARUTAMACHI,1412,https://tabelog.com/en/kyoto/A2601/A260202/26003182/,～JPY 999,～JPY 999,999.0
198,SEABURANO KAMI MIBU HONTEN,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B199,"" "",""+""),""+"", SUBSTITUTE(F199,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN",999.0,1500.0,京都府京都市中京区壬生相合町25-4 デイスターアベニュー 1Ｆ,SHIJO OMIYA,1197,https://tabelog.com/en/kyoto/A2601/A260203/26022456/,"JPY 1,000～JPY 1,999",～JPY 999,1500.0
199,MISUTA GYOZA,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B200,"" "",""+""),""+"", SUBSTITUTE(F200,"" "",""+"")), ""Link"")","DUMPLINGS, RAMEN, KARA-AGE (DEEP-FRIED CHICKEN)",1500.0,1500.0,京都府京都市南区唐橋高田町42,NISHIOJI,1102,https://tabelog.com/en/kyoto/A2601/A260604/26000028/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
200,MARUKI SEIPANSHO,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B201,"" "",""+""),""+"", SUBSTITUTE(F201,"" "",""+"")), ""Link"")","BREAD, SANDWICH",,999.0,京都府京都市下京区松原通堀川西入ル,SHIJO OMIYA,973,https://tabelog.com/en/kyoto/A2601/A260203/26003237/,～JPY 999,-,999.0
201,HONKAKU TEUCHI UDON TAIGA,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B202,"" "",""+""),""+"", SUBSTITUTE(F202,"" "",""+"")), ""Link"")","UDON (WHEAT NOODLES), CURRY UDON, TEMPURA",1500.0,1500.0,京都府京都市伏見区深草西浦町7-45-1,FUJINOMORI,714,https://tabelog.com/en/kyoto/A2601/A260601/26020260/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
202,SABOU ISEHAN,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B203,"" "",""+""),""+"", SUBSTITUTE(F203,"" "",""+"")), ""Link"")","SWEETS, SHAVED ICE (SNOW CONE), CAFE",1500.0,,京都府京都市上京区青龍町242,DEMACHIYANAGI,615,https://tabelog.com/en/kyoto/A2601/A260302/26001023/,-,"JPY 1,000～JPY 1,999",1500.0
203,TEUCHI SOBA KANEI,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B204,"" "",""+""),""+"", SUBSTITUTE(F204,"" "",""+"")), ""Link"")",SOBA (BUCKWHEAT NOODLES),,3500.0,京都府京都市北区紫野東藤ノ森町11-1,KURAMAGUCHI,482,https://tabelog.com/en/kyoto/A2601/A260503/26001676/,"JPY 3,000～JPY 3,999",-,3500.0
204,RYOKUJUAN SHIMIZU,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B205,"" "",""+""),""+"", SUBSTITUTE(F205,"" "",""+"")), ""Link"")",JAPANESE SWEETS,1500.0,,京都府京都市左京区吉田泉殿町38番地の2,DEMACHIYANAGI,463,https://tabelog.com/en/kyoto/A2601/A260302/26005325/,-,"JPY 1,000～JPY 1,999",1500.0
205,EN BOCA KYOTO,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B206,"" "",""+""),""+"", SUBSTITUTE(F206,"" "",""+"")), ""Link"")","PIZZA, VEGETABLE DISHES, MEAT DISHES",3500.0,5500.0,京都府京都市中京区西洞院六角下ル池須町406,KARASUMA OIKE,456,https://tabelog.com/en/kyoto/A2601/A260202/26017525/,"JPY 5,000～JPY 5,999","JPY 3,000～JPY 3,999",5500.0
206,IMA NISHIKEN,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B207,"" "",""+""),""+"", SUBSTITUTE(F207,"" "",""+"")), ""Link"")",JAPANESE SWEETS,,,京都府京都市下京区烏丸五条西入ル一筋目下ル横諏訪町312,GOJO,425,https://tabelog.com/en/kyoto/A2601/A260201/26002101/,-,-,
207,MUROMACHI KAJI,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B208,"" "",""+""),""+"", SUBSTITUTE(F208,"" "",""+"")), ""Link"")","JAPANESE CUISINE, IZAKAYA (TAVERN)",,7000.0,京都府京都市下京区松原通新町東入中野之町185 1F,GOJO,405,https://tabelog.com/en/kyoto/A2601/A260201/26018600/,"JPY 6,000～JPY 7,999",-,7000.0
208,KAME SUEHIRO,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B209,"" "",""+""),""+"", SUBSTITUTE(F209,"" "",""+"")), ""Link"")",JAPANESE SWEETS,,,京都府京都市中京区姉小路車屋町東入ル車屋町251,KARASUMA OIKE,271,https://tabelog.com/en/kyoto/A2601/A260202/26000641/,-,-,
209,SAKABA IKURAMOKUZAI,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B210,"" "",""+""),""+"", SUBSTITUTE(F210,"" "",""+"")), ""Link"")",STAND BAR,,3500.0,京都府京都市上京区薮之内町77-1,MARUTAMACHI,232,https://tabelog.com/en/kyoto/A2601/A260202/26021340/,"JPY 3,000～JPY 3,999",-,3500.0
210,SECTION D'OR,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B211,"" "",""+""),""+"", SUBSTITUTE(F211,"" "",""+"")), ""Link"")","INDIAN, INDIAN CURRY, CHICKEN DISHES",2500.0,2500.0,京都府京都市左京区岡崎西天王町84-1 M&M'S APARTMENT 1F,HIGASHIYAMA,227,https://tabelog.com/en/kyoto/A2601/A260302/26017889/,"JPY 2,000～JPY 2,999","JPY 2,000～JPY 2,999",2500.0
211,SAKEDOKORO TERAYAMA,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B212,"" "",""+""),""+"", SUBSTITUTE(F212,"" "",""+"")), ""Link"")","IZAKAYA (TAVERN), JAPANESE CUISINE",,7000.0,京都府京都市下京区綾小路通足袋屋町317-11,KYOTO KAWARAMACHI,211,https://tabelog.com/en/kyoto/A2601/A260201/26032384/,"JPY 6,000～JPY 7,999",-,7000.0
212,MIZUKI ZA RITTSU KARUTON KYOTO,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B213,"" "",""+""),""+"", SUBSTITUTE(F213,"" "",""+"")), ""Link"")","JAPANESE CUISINE, SUSHI, TEMPURA",7000.0,12500.0,京都府京都市中京区鴨川二条大橋畔 ザ・リッツ・カールトン京都 B1F,KYOTO SHIYAKUSHO MAE,191,https://tabelog.com/en/kyoto/A2601/A260202/26023295/,"JPY 10,000～JPY 14,999","JPY 6,000～JPY 7,999",12500.0
213,YOSHIYA,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B214,"" "",""+""),""+"", SUBSTITUTE(F214,"" "",""+"")), ""Link"")","JAPANESE CUISINE, KAMAMESHI",,12500.0,京都府京都市中京区先斗町通三条下ル材木町188,SANJO,187,https://tabelog.com/en/kyoto/A2601/A260202/26000701/,"JPY 10,000～JPY 14,999",-,12500.0
214,NAKA ZEN,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B215,"" "",""+""),""+"", SUBSTITUTE(F215,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,17500.0,京都府京都市左京区北白川久保田町26,MOTOTANAKA,104,https://tabelog.com/en/kyoto/A2601/A260302/26014039/,"JPY 15,000～JPY 19,999",-,17500.0
215,YOUSHOKUDOU SUZUKI,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B216,"" "",""+""),""+"", SUBSTITUTE(F216,"" "",""+"")), ""Link"")","YOSHOKU (JAPANESE STYLE WESTERN CUISINE), CROQUETTE",1500.0,7000.0,京都府京都市中京区俵屋町207,NIJOJO MAE,60,https://tabelog.com/en/kyoto/A2601/A260203/26036338/,"JPY 6,000～JPY 7,999","JPY 1,000～JPY 1,999",7000.0
216,TAKAMATSU,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B217,"" "",""+""),""+"", SUBSTITUTE(F217,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,12500.0,京都府京都市下京区新釜座町728,SHIJO,51,https://tabelog.com/en/kyoto/A2601/A260201/26024689/,"JPY 10,000～JPY 14,999",-,12500.0
217,MUROI,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B218,"" "",""+""),""+"", SUBSTITUTE(F218,"" "",""+"")), ""Link"")",JAPANESE CUISINE,17500.0,25000.0,京都府京都市北区鷹峯黒門町6,KITAOJI,50,https://tabelog.com/en/kyoto/A2601/A260503/26028549/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
218,BINI,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B219,"" "",""+""),""+"", SUBSTITUTE(F219,"" "",""+"")), ""Link"")","ITALIAN, EUROPEAN, FRENCH",25000.0,35000.0,京都府京都市中京区東洞院通丸太町下る445-1,MARUTAMACHI,47,https://tabelog.com/en/kyoto/A2601/A260202/26017022/,"JPY 30,000～JPY 39,999","JPY 20,000～JPY 29,999",35000.0
219,EBISU,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B220,"" "",""+""),""+"", SUBSTITUTE(F220,"" "",""+"")), ""Link"")",JAPANESE CUISINE,,35000.0,京都府京都市,-,44,https://tabelog.com/en/kyoto/A2601/A260301/26026619/,"JPY 30,000～JPY 39,999",-,35000.0
220,SUSHI OBINO,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B221,"" "",""+""),""+"", SUBSTITUTE(F221,"" "",""+"")), ""Link"")","SUSHI, JAPANESE CUISINE",5500.0,17500.0,京都府京都市中京区高宮町町585 若葉ビル 1F,KYOTO KAWARAMACHI,29,https://tabelog.com/en/kyoto/A2601/A260202/26034813/,"JPY 15,000～JPY 19,999","JPY 5,000～JPY 5,999",17500.0
221,LA BUCHE,3.73,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B222,"" "",""+""),""+"", SUBSTITUTE(F222,"" "",""+"")), ""Link"")","FRENCH, BISTRO, WINE BAR",17500.0,25000.0,京都府京都市左京区大原来迎院町400-3,-,27,https://tabelog.com/en/kyoto/A2601/A260504/26037313/,"JPY 20,000～JPY 29,999","JPY 15,000～JPY 19,999",25000.0
222,SMART COFFEE,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B223,"" "",""+""),""+"", SUBSTITUTE(F223,"" "",""+"")), ""Link"")","TRADITIONAL CAFÉ, YOSHOKU (JAPANESE STYLE WESTERN CUISINE), PANCAKE",1500.0,1500.0,京都府京都市中京区寺町通三条上ル天性寺前町537,KYOTO SHIYAKUSHO MAE,1365,https://tabelog.com/en/kyoto/A2601/A260201/26000647/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
223,ABURIMOCHI HONKE NEMOTO KAZARIYA,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B224,"" "",""+""),""+"", SUBSTITUTE(F224,"" "",""+"")), ""Link"")","JAPANESE SWEETS, SWEETS",999.0,,京都府京都市北区紫野今宮町96,KITAOJI,1184,https://tabelog.com/en/kyoto/A2601/A260503/26001670/,-,～JPY 999,999.0
224,AITSU NO RAMEN KATAGURUMA HON TEN,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B225,"" "",""+""),""+"", SUBSTITUTE(F225,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN, KARA-AGE (DEEP-FRIED CHICKEN)",1500.0,1500.0,京都府京都市下京区西七条西八反田町77 ガーディアン青山 1F,TAMBAGUCHI,1178,https://tabelog.com/en/kyoto/A2601/A260203/26023737/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
225,MUTEPPOU SOHON TEN,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B226,"" "",""+""),""+"", SUBSTITUTE(F226,"" "",""+"")), ""Link"")","RAMEN, DUMPLINGS",999.0,999.0,京都府木津川市梅谷髯谷15-3,KIZU,1159,https://tabelog.com/en/kyoto/A2607/A260705/26002160/,～JPY 999,～JPY 999,999.0
226,GION KINANA HON TEN,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B227,"" "",""+""),""+"", SUBSTITUTE(F227,"" "",""+"")), ""Link"")","SWEETS, GELATO,ICE CREAM, CAFE",1500.0,1500.0,京都府京都市東山区祇園町南側570-119,GION SHIJO,1023,https://tabelog.com/en/kyoto/A2601/A260301/26002500/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
227,KOBUSHI RAMEN,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B228,"" "",""+""),""+"", SUBSTITUTE(F228,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN, SOUPLESS DANDAN NOODLES",999.0,999.0,京都府京都市下京区朱雀正会町1-16,UMEKOJI KYOTONISHI,931,https://tabelog.com/en/kyoto/A2601/A260203/26017616/,～JPY 999,～JPY 999,999.0
228,WARUDA,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B229,"" "",""+""),""+"", SUBSTITUTE(F229,"" "",""+"")), ""Link"")","BREAD, SANDWICH",999.0,999.0,京都府京都市中京区麩屋町六角下ル坂井町452 ハイマート・ふや町 1F,KYOTO KAWARAMACHI,905,https://tabelog.com/en/kyoto/A2601/A260201/26004637/,～JPY 999,～JPY 999,999.0
229,YAMAZAKI MEN JIROU,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B230,"" "",""+""),""+"", SUBSTITUTE(F230,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN",999.0,,京都府京都市中京区西ノ京北円町1-8,EMMACHI,840,https://tabelog.com/en/kyoto/A2601/A260501/26008681/,-,～JPY 999,999.0
230,ICHIWA ICHIMONJIYA WASUKE,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B231,"" "",""+""),""+"", SUBSTITUTE(F231,"" "",""+"")), ""Link"")","JAPANESE SWEETS, SWEETS",999.0,,京都府京都市北区紫野今宮町69,KITAOJI,822,https://tabelog.com/en/kyoto/A2601/A260503/26001669/,-,～JPY 999,999.0
231,MENYA SANDA,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B232,"" "",""+""),""+"", SUBSTITUTE(F232,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN, ABURA SOBA MIXED NOODLE",1500.0,1500.0,京都府京都市右京区西院追分町7-4,SAIIN,734,https://tabelog.com/en/kyoto/A2601/A260401/26029285/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
232,HIRO KAWA,3.72,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B233,"" "",""+""),""+"", SUBSTITUTE(F233,"" "",""+"")), ""Link"")","UNAGI (EEL), DOJO (LOACH)",7000.0,7000.0,京都府京都市右京区嵯峨天龍寺北造路町44-1,ARASHIYAMA,705,https://tabelog.com/en/kyoto/A2601/A260403/26000921/,"JPY 6,000～JPY 7,999","JPY 6,000～JPY 7,999",7000.0
