Rank,Name,Rating,Link,Genre,Avg_Lunch,Avg_Dinner,Address,Station,Reviews,URL,Dinner Price,Lunch Price,Price
177,BI. BLE,3.65,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B178,"" "",""+""),""+"", SUBSTITUTE(F178,"" "",""+"")), ""Link"")","AUBERGE, FRENCH, BREAD",4500.0,25000.0,北海道上川郡美瑛町北瑛第2,CHIYOGAOKA,198,https://tabelog.com/en/hokkaido/A0104/A010403/1045166/,"JPY 20,000～JPY 29,999","JPY 4,000～JPY 4,999",25000.0
178,RISUTORANTE KANOFI-RO,3.65,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B179,"" "",""+""),""+"", SUBSTITUTE(F179,"" "",""+"")), ""Link"")",ITALIAN,7000.0,17500.0,北海道札幌市中央区南2条西1丁目8 アスカビル　２Ｆ,TANUKIKOJI,184,https://tabelog.com/en/hokkaido/A0101/A010102/1000030/,"JPY 15,000～JPY 19,999","JPY 6,000～JPY 7,999",17500.0
179,SUSHI MASA,3.65,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B180,"" "",""+""),""+"", SUBSTITUTE(F180,"" "",""+"")), ""Link"")",SUSHI,2500.0,,北海道函館市新川町1-2,SHINKAWA CHO,133,https://tabelog.com/en/hokkaido/A0105/A010501/1059864/,-,"JPY 2,000～JPY 2,999",2500.0
180,BAR MADURO,3.65,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B181,"" "",""+""),""+"", SUBSTITUTE(F181,"" "",""+"")), ""Link"")",BAR,,3500.0,北海道札幌市中央区南4条西2-14-2 セントラルS4ビル　７F,SUSUKINO,108,https://tabelog.com/en/hokkaido/A0101/A010103/1028340/,"JPY 3,000～JPY 3,999",-,3500.0
181,TOKACHIGAWA ONSEN SANYOAN,3.65,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B182,"" "",""+""),""+"", SUBSTITUTE(F182,"" "",""+"")), ""Link"")","RYOKAN, JAPANESE CUISINE",,45000.0,北海道河東郡音更町十勝川温泉南13丁目,SATSUNAI,53,https://tabelog.com/en/hokkaido/A0111/A011102/1006355/,"JPY 40,000～JPY 49,999",-,45000.0
182,SAPPORO RAMEN KIFUU SUSUKINO TEN,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B183,"" "",""+""),""+"", SUBSTITUTE(F183,"" "",""+"")), ""Link"")",RAMEN,999.0,999.0,北海道札幌市中央区南5条西3-1 大松ビル 1F,SUSUKINO,989,https://tabelog.com/en/hokkaido/A0101/A010103/1060348/,～JPY 999,～JPY 999,999.0
183,RAMEN SHINGETSU,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B184,"" "",""+""),""+"", SUBSTITUTE(F184,"" "",""+"")), ""Link"")",RAMEN,999.0,1500.0,北海道札幌市中央区南5条西3丁目 N･グランデビル（旧･第4グリーンビル）1F,SUSUKINO,948,https://tabelog.com/en/hokkaido/A0101/A010103/1000456/,"JPY 1,000～JPY 1,999",～JPY 999,1500.0
184,MISAKI,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B185,"" "",""+""),""+"", SUBSTITUTE(F185,"" "",""+"")), ""Link"")","KAISEN-DON (SEAFOOD BOWL), SEAFOOD, CAFETERIA",3500.0,,北海道積丹郡積丹町大字日司町236,-,669,https://tabelog.com/en/hokkaido/A0106/A010602/1003109/,-,"JPY 3,000～JPY 3,999",3500.0
185,ANGELIQUE VOYAGE HON TEN,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B186,"" "",""+""),""+"", SUBSTITUTE(F186,"" "",""+"")), ""Link"")","CHOCOLATE, CAKE, CREPE,GALETTE",,,北海道函館市弥生町3-11,OOMACHI,610,https://tabelog.com/en/hokkaido/A0105/A010501/1026155/,-,-,
186,FUTURE CURRY KORIS,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B187,"" "",""+""),""+"", SUBSTITUTE(F187,"" "",""+"")), ""Link"")","ASIAN CUISINE, ETHNIC CUISINE, INDIAN CURRY",,1500.0,北海道札幌市中央区南3条西6 ARK36ビル 1F,SHISEIKAN SHOGAKKO MAE,453,https://tabelog.com/en/hokkaido/A0101/A010103/1035490/,"JPY 1,000～JPY 1,999",-,1500.0
187,MENYA OZAWA,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B188,"" "",""+""),""+"", SUBSTITUTE(F188,"" "",""+"")), ""Link"")",RAMEN,999.0,999.0,北海道札幌市白石区菊水6条3丁目1-22 I'Sコート 1F,KIKUSUI,437,https://tabelog.com/en/hokkaido/A0101/A010301/1036118/,～JPY 999,～JPY 999,999.0
188,HOKKAIDO SAN HITSUJINIKU SUMIBI KABUTO HITSUJI × KAO YAN ROU,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B189,"" "",""+""),""+"", SUBSTITUTE(F189,"" "",""+"")), ""Link"")","GENGHIS KHAN (BBQ RUM), SEAFOOD",,9000.0,北海道札幌市中央区南6条西3 TAKARAビル 1F,HOSUI SUSUKINO,421,https://tabelog.com/en/hokkaido/A0101/A010103/1052876/,"JPY 8,000～JPY 9,999",-,9000.0
189,SOUL STORE,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B190,"" "",""+""),""+"", SUBSTITUTE(F190,"" "",""+"")), ""Link"")","SOUP CURRY, CAFE",1500.0,1500.0,北海道札幌市中央区南3条西7-3-2 F-DRESS 7 BLD 2F,SHISEIKAN SHOGAKKO MAE,387,https://tabelog.com/en/hokkaido/A0101/A010103/1058838/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
190,CURRY SAVOY,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B191,"" "",""+""),""+"", SUBSTITUTE(F191,"" "",""+"")), ""Link"")",SOUP CURRY,1500.0,1500.0,北海道札幌市北区北8条西4 ブランシャールBLD B1F,SAPPORO,361,https://tabelog.com/en/hokkaido/A0101/A010101/1060249/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
191,SUPAISU POTTO KIKUSUIHONTEN,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B192,"" "",""+""),""+"", SUBSTITUTE(F192,"" "",""+"")), ""Link"")",SOUP CURRY,1500.0,1500.0,北海道札幌市白石区菊水6条1丁目6-11,KIKUSUI,250,https://tabelog.com/en/hokkaido/A0101/A010301/1025000/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
192,RAMUHAUSU KEKERE,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B193,"" "",""+""),""+"", SUBSTITUTE(F193,"" "",""+"")), ""Link"")","GENGHIS KHAN (BBQ RUM), YAKINIKU (BBQ BEEF)",,4500.0,北海道札幌市中央区大通西16-1-11,NISHI JUHATCHOME,245,https://tabelog.com/en/hokkaido/A0101/A010102/1001356/,"JPY 4,000～JPY 4,999",-,4500.0
193,GOMARU DOU,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B194,"" "",""+""),""+"", SUBSTITUTE(F194,"" "",""+"")), ""Link"")","SOUP CURRY, INDIAN CURRY",1500.0,1500.0,北海道札幌市中央区南8条西10丁目1277-37 カネトモビル2-１階,YAMAHANA KU JO,237,https://tabelog.com/en/hokkaido/A0101/A010104/1029487/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
194,ZORA,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B195,"" "",""+""),""+"", SUBSTITUTE(F195,"" "",""+"")), ""Link"")","SOUP CURRY, CAFE, CURRY",1500.0,1500.0,北海道札幌市中央区南1条西7丁目12-5 大通パークサイドビル 1F,NISHI HATCHOME,235,https://tabelog.com/en/hokkaido/A0101/A010102/1024540/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
195,BUTADON NO KASHIWA,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B196,"" "",""+""),""+"", SUBSTITUTE(F196,"" "",""+"")), ""Link"")",BUTA-DON (PORK BOWL),1500.0,1500.0,北海道河東郡音更町新通20-1-29,-,193,https://tabelog.com/en/hokkaido/A0111/A011102/1056871/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
196,AKATSUKI,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B197,"" "",""+""),""+"", SUBSTITUTE(F197,"" "",""+"")), ""Link"")",SOUP CURRY,1500.0,1500.0,北海道札幌市中央区南1条西12丁目322-24 2F,CHUO KUYAKUSHO MAE,176,https://tabelog.com/en/hokkaido/A0101/A010102/1050112/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
197,SUSHIDOKORO ICHII,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B198,"" "",""+""),""+"", SUBSTITUTE(F198,"" "",""+"")), ""Link"")",SUSHI,,12500.0,北海道札幌市中央区南4条西4丁目 第5グリーンビル　１Ｆ,SUSUKINO,159,https://tabelog.com/en/hokkaido/A0101/A010103/1002533/,"JPY 10,000～JPY 14,999",-,12500.0
198,YAKINIKU GURUMANZU ITOU,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B199,"" "",""+""),""+"", SUBSTITUTE(F199,"" "",""+"")), ""Link"")","YAKINIKU (BBQ BEEF), KOREAN, KOREAN COLD NOODLES",,12500.0,北海道札幌市中央区南3条西3-8 克美ビル 1F,SUSUKINO,157,https://tabelog.com/en/hokkaido/A0101/A010103/1068431/,"JPY 10,000～JPY 14,999",-,12500.0
199,SUSHI DOKORO RIN,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B200,"" "",""+""),""+"", SUBSTITUTE(F200,"" "",""+"")), ""Link"")","SUSHI, SEAFOOD",3500.0,12500.0,北海道札幌市中央区北3条西1-2-9 ANAクラウンプラザホテル札幌 B1F,SAPPORO,134,https://tabelog.com/en/hokkaido/A0101/A010101/1077179/,"JPY 10,000～JPY 14,999","JPY 3,000～JPY 3,999",12500.0
200,ODEN IPPEI,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B201,"" "",""+""),""+"", SUBSTITUTE(F201,"" "",""+"")), ""Link"")","ODEN, IZAKAYA (TAVERN)",,4500.0,北海道札幌市中央区南三条西3 克美ビル　５Ｆ,SUSUKINO,127,https://tabelog.com/en/hokkaido/A0101/A010103/1000064/,"JPY 4,000～JPY 4,999",-,4500.0
201,CHIHARU ZUSHI SAPPORO TEN,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B202,"" "",""+""),""+"", SUBSTITUTE(F202,"" "",""+"")), ""Link"")","SUSHI, SEAFOOD",,5500.0,北海道札幌市中央区南6条西3丁目 秋水ビル 1F,HOSUI SUSUKINO,117,https://tabelog.com/en/hokkaido/A0101/A010103/1035983/,"JPY 5,000～JPY 5,999",-,5500.0
202,HOKKAIDO YAKINIKU KITA USHI,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B203,"" "",""+""),""+"", SUBSTITUTE(F203,"" "",""+"")), ""Link"")","YAKINIKU (BBQ BEEF), INNOVATIVE, GENGHIS KHAN (BBQ RUM)",,17500.0,北海道札幌市中央区南六条西4-5-7,SUSUKINO,84,https://tabelog.com/en/hokkaido/A0101/A010103/1069943/,"JPY 15,000～JPY 19,999",-,17500.0
203,SHINOHEI,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B204,"" "",""+""),""+"", SUBSTITUTE(F204,"" "",""+"")), ""Link"")","SHABU SHABU (JAPANESE HOTPOT), JAPANESE CUISINE",,12500.0,北海道札幌市中央区南三条西5-14 三条美松ビル3F,TANUKIKOJI,67,https://tabelog.com/en/hokkaido/A0101/A010103/1008058/,"JPY 10,000～JPY 14,999",-,12500.0
204,SUSHI SAIKOU,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B205,"" "",""+""),""+"", SUBSTITUTE(F205,"" "",""+"")), ""Link"")","SUSHI, SEAFOOD, JAPANESE CUISINE",,17500.0,北海道札幌市中央区南六条西3-6-6 NEXTビル 1F,SUSUKINO,62,https://tabelog.com/en/hokkaido/A0101/A010103/1037874/,"JPY 15,000～JPY 19,999",-,17500.0
205,SUSHI KOISE,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B206,"" "",""+""),""+"", SUBSTITUTE(F206,"" "",""+"")), ""Link"")",SUSHI,,17500.0,北海道札幌市中央区南5条西3-1-4 第11グリーンビル 4F,HOSUI SUSUKINO,61,https://tabelog.com/en/hokkaido/A0101/A010103/1070227/,"JPY 15,000～JPY 19,999",-,17500.0
206,OOTOMOBORI TOCHI,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B207,"" "",""+""),""+"", SUBSTITUTE(F207,"" "",""+"")), ""Link"")",IZAKAYA (TAVERN),,7000.0,北海道札幌市中央区南2条東2-8-1 大都ビル 1F,BUS CENTER MAE,60,https://tabelog.com/en/hokkaido/A0101/A010102/1071307/,"JPY 6,000～JPY 7,999",-,7000.0
207,CUCINA ITALIANA MAGARI,3.64,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B208,"" "",""+""),""+"", SUBSTITUTE(F208,"" "",""+"")), ""Link"")",ITALIAN,17500.0,17500.0,北海道札幌市中央区大通西14丁目1-14 NEOビル1F,NISHI JUGO CHOME,59,https://tabelog.com/en/hokkaido/A0101/A010102/1057726/,"JPY 15,000～JPY 19,999","JPY 15,000～JPY 19,999",17500.0
208,RAMENYA TENKIN SHIJO TEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B209,"" "",""+""),""+"", SUBSTITUTE(F209,"" "",""+"")), ""Link"")","RAMEN, DUMPLINGS",999.0,999.0,北海道旭川市四条通9丁目1704-31,ASAHIKAWA,1140,https://tabelog.com/en/hokkaido/A0104/A010401/1000090/,～JPY 999,～JPY 999,999.0
209,YUIGA DOKUSON,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B210,"" "",""+""),""+"", SUBSTITUTE(F210,"" "",""+"")), ""Link"")","CURRY, CAFE",1500.0,1500.0,北海道富良野市日の出町11-8,FURANO,1072,https://tabelog.com/en/hokkaido/A0104/A010403/1000063/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
210,HOKKAIDOU GYUU NIU KASUTERA,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B211,"" "",""+""),""+"", SUBSTITUTE(F211,"" "",""+"")), ""Link"")","CASTELLA, CAFE",999.0,999.0,北海道千歳市美々987 新千歳空港ターミナルビル 連絡施設3F,NEW CHITOSE AIRPORT,618,https://tabelog.com/en/hokkaido/A0107/A010701/1034361/,～JPY 999,～JPY 999,999.0
211,FUKUROU TEI,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B212,"" "",""+""),""+"", SUBSTITUTE(F212,"" "",""+"")), ""Link"")",GENGHIS KHAN (BBQ RUM),,4500.0,北海道札幌市中央区南八条西5 キャピタルＹＭＤビル　１Ｆ,HIGASHI HONGANJI MAE,604,https://tabelog.com/en/hokkaido/A0101/A010103/1001694/,"JPY 4,000～JPY 4,999",-,4500.0
212,SOUP CURRY KING HON TEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B213,"" "",""+""),""+"", SUBSTITUTE(F213,"" "",""+"")), ""Link"")","SOUP CURRY, CURRY, CAFE",1500.0,1500.0,北海道札幌市豊平区平岸三条16-1-1,MINAMI HIRAGISHI,563,https://tabelog.com/en/hokkaido/A0101/A010303/1006357/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
213,TAIGA KARE,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B214,"" "",""+""),""+"", SUBSTITUTE(F214,"" "",""+"")), ""Link"")","SOUP CURRY, BAR, YOSHOKU (JAPANESE STYLE WESTERN CUISINE)",1500.0,1500.0,北海道札幌市北区北二十三条西4-2-3 プラザハイツ２４　１Ｆ,KITA NIJUYO JO,562,https://tabelog.com/en/hokkaido/A0101/A010201/1003065/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
214,SAPPORO TSUKE MEN SAPPORO RA-MEN FUU RAIDOU,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B215,"" "",""+""),""+"", SUBSTITUTE(F215,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN",1500.0,1500.0,北海道札幌市豊平区豊平八条9-3-20 三信ビル 1F,TOYOHIRA KOEN,544,https://tabelog.com/en/hokkaido/A0101/A010303/1030289/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
215,ARATON HON TEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B216,"" "",""+""),""+"", SUBSTITUTE(F216,"" "",""+"")), ""Link"")","TSUKEMEN, RAMEN",999.0,,北海道札幌市中央区北十条西21-15-1 札幌場外市場　食堂長屋,NIJUYONKEN,477,https://tabelog.com/en/hokkaido/A0101/A010105/1004170/,-,～JPY 999,999.0
216,JINGISUKAN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B217,"" "",""+""),""+"", SUBSTITUTE(F217,"" "",""+"")), ""Link"")","GENGHIS KHAN (BBQ RUM), YAKINIKU (BBQ BEEF), IZAKAYA (TAVERN)",,7000.0,北海道札幌市中央区南5条西6 多田ビル　１Ｆ,SHISEIKAN SHOGAKKO MAE,448,https://tabelog.com/en/hokkaido/A0101/A010103/1004902/,"JPY 6,000～JPY 7,999",-,7000.0
217,OUFUU KARE KEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B218,"" "",""+""),""+"", SUBSTITUTE(F218,"" "",""+"")), ""Link"")","CURRY, HAMBURGER STEAK",1500.0,1500.0,北海道札幌市東区北15条東1-2-17 イースタンビル 1F,KITA JUSANJO HIGASHI,426,https://tabelog.com/en/hokkaido/A0101/A010202/1041827/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
218,MARI IIDA,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B219,"" "",""+""),""+"", SUBSTITUTE(F219,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN",1500.0,1500.0,北海道札幌市白石区北郷4条12-6-19,HEIWA,347,https://tabelog.com/en/hokkaido/A0101/A010301/1053980/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
219,RAMEN HOPPE YA,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B220,"" "",""+""),""+"", SUBSTITUTE(F220,"" "",""+"")), ""Link"")","RAMEN, TSUKEMEN",999.0,999.0,北海道札幌市東区北十一条東6-1-40 館ビル 1F,HIGASHI KUYAKUSHO MAE,346,https://tabelog.com/en/hokkaido/A0101/A010202/1039493/,～JPY 999,～JPY 999,999.0
220,AJIAN SU-PU KARI BESU,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B221,"" "",""+""),""+"", SUBSTITUTE(F221,"" "",""+"")), ""Link"")","SOUP CURRY, CURRY",1500.0,1500.0,北海道札幌市白石区北郷4条6-5-15,SHIROISHI,314,https://tabelog.com/en/hokkaido/A0101/A010301/1049808/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
221,HACHI SEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B222,"" "",""+""),""+"", SUBSTITUTE(F222,"" "",""+"")), ""Link"")","GENGHIS KHAN (BBQ RUM), YAKINIKU (BBQ BEEF), HORUMON (BBQ OFFEL)",,3500.0,北海道札幌市中央区南五条西4 ニュー美松ビル B1F,SUSUKINO,293,https://tabelog.com/en/hokkaido/A0101/A010103/1015137/,"JPY 3,000～JPY 3,999",-,3500.0
222,GOPPU NO ANAGURA,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B223,"" "",""+""),""+"", SUBSTITUTE(F223,"" "",""+"")), ""Link"")","SOUP CURRY, CURRY, INDIAN CURRY",1500.0,1500.0,北海道札幌市西区山の手三条6-1-17,KOTONI,262,https://tabelog.com/en/hokkaido/A0101/A010204/1000635/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
223,DELHI SAPPORO TEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B224,"" "",""+""),""+"", SUBSTITUTE(F224,"" "",""+"")), ""Link"")","INDIAN CURRY, SOUP CURRY",999.0,999.0,北海道札幌市中央区南三条西1 狸小路１丁目南側,TANUKIKOJI,244,https://tabelog.com/en/hokkaido/A0101/A010103/1006116/,～JPY 999,～JPY 999,999.0
224,GANNEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B225,"" "",""+""),""+"", SUBSTITUTE(F225,"" "",""+"")), ""Link"")","SEAFOOD, KAISEN-DON (SEAFOOD BOWL)",1500.0,,北海道札幌市中央区南3条東1-5 アルファコート 1F,HOSUI SUSUKINO,237,https://tabelog.com/en/hokkaido/A0101/A010103/1045824/,-,"JPY 1,000～JPY 1,999",1500.0
225,SOUP CURRY TOM TOM KIKIR,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B226,"" "",""+""),""+"", SUBSTITUTE(F226,"" "",""+"")), ""Link"")","SOUP CURRY, CURRY",1500.0,,北海道札幌市清田区清田三条2-14-15,FUKUZUMI,223,https://tabelog.com/en/hokkaido/A0101/A010304/1037079/,-,"JPY 1,000～JPY 1,999",1500.0
226,MINATO SHOKUDOU,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B227,"" "",""+""),""+"", SUBSTITUTE(F227,"" "",""+"")), ""Link"")","KAISEN-DON (SEAFOOD BOWL), SEAFOOD",,3500.0,北海道苫小牧市港町2-2-5 ぷらっとみなと市場,TOMAKOMAI,201,https://tabelog.com/en/hokkaido/A0108/A010802/1057683/,"JPY 3,000～JPY 3,999",-,3500.0
227,CURRY LEAVES,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B228,"" "",""+""),""+"", SUBSTITUTE(F228,"" "",""+"")), ""Link"")",SOUP CURRY,1500.0,1500.0,北海道札幌市豊平区西岡四条7丁目7-10,SUMIKAWA,169,https://tabelog.com/en/hokkaido/A0101/A010303/1000687/,"JPY 1,000～JPY 1,999","JPY 1,000～JPY 1,999",1500.0
228,TYUUGOKU RYOURI MOMIDI,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B229,"" "",""+""),""+"", SUBSTITUTE(F229,"" "",""+"")), ""Link"")",CHINESE,,3500.0,北海道札幌市中央区南3条西6-10 狸小路市場内,SHISEIKAN SHOGAKKO MAE,166,https://tabelog.com/en/hokkaido/A0101/A010102/1060543/,"JPY 3,000～JPY 3,999",-,3500.0
229,OMARU SHOTEN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B230,"" "",""+""),""+"", SUBSTITUTE(F230,"" "",""+"")), ""Link"")","YAKINIKU (BBQ BEEF), GENGHIS KHAN (BBQ RUM), HORUMON (BBQ OFFEL)",,4500.0,北海道札幌市中央区南六条西3 有馬ビル2F,HOSUI SUSUKINO,154,https://tabelog.com/en/hokkaido/A0101/A010103/1025712/,"JPY 4,000～JPY 4,999",-,4500.0
230,SUSHI TENCHIJIN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B231,"" "",""+""),""+"", SUBSTITUTE(F231,"" "",""+"")), ""Link"")",SUSHI,,17500.0,北海道札幌市中央区南4条西5-8 F-45ビル B1F,SHISEIKAN SHOGAKKO MAE,135,https://tabelog.com/en/hokkaido/A0101/A010103/1058075/,"JPY 15,000～JPY 19,999",-,17500.0
231,KARE DAMASHII DESUTOROIYA NISHI SEN JUYON JO,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B232,"" "",""+""),""+"", SUBSTITUTE(F232,"" "",""+"")), ""Link"")",SOUP CURRY,999.0,999.0,北海道札幌市中央区南14条西14丁目1-23,NISHISEN JUYO JO,129,https://tabelog.com/en/hokkaido/A0101/A010104/1053355/,～JPY 999,～JPY 999,999.0
232,KATSUKANI NO HANASAKI,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B233,"" "",""+""),""+"", SUBSTITUTE(F233,"" "",""+"")), ""Link"")","CRAB, SEAFOOD",,45000.0,北海道札幌市中央区南五条西2 美松村岡ビル　５Ｆ,HOSUI SUSUKINO,116,https://tabelog.com/en/hokkaido/A0101/A010103/1000192/,"JPY 40,000～JPY 49,999",-,45000.0
233,SUSHIDOKORO HAMAYA,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B234,"" "",""+""),""+"", SUBSTITUTE(F234,"" "",""+"")), ""Link"")",SUSHI,,12500.0,北海道小樽市稲穂2丁目10番3号,OTARU,106,https://tabelog.com/en/hokkaido/A0106/A010601/1033595/,"JPY 10,000～JPY 14,999",-,12500.0
234,YOSHIAN,3.63,"=HYPERLINK(CONCATENATE(""https://www.google.com/maps/search/?api=1&query="", SUBSTITUTE(B235,"" "",""+""),""+"", SUBSTITUTE(F235,"" "",""+"")), ""Link"")",IZAKAYA (TAVERN),,5500.0,北海道函館市亀田町17-22,GORYOKAKU,96,https://tabelog.com/en/hokkaido/A0105/A010501/1020341/,"JPY 5,000～JPY 5,999",-,5500.0
